video,x,y,width,height
dataset/Backhand/108cfa87_IMG_6554_Backhand_f1612-1625.mp4,0,40.33333333333333,23.609375000000004,43.666666666666664
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f1013-1023.mp4,40.203125,20.166666666666664,9.656250000000005,15.999999999999998
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f168-184.mp4,39.546875,18.166666666666664,11.531249999999998,19.499999999999996
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f205-218.mp4,58.10937500000001,21.666666666666668,8.156249999999995,16.666666666666664
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f246-257.mp4,44.70312500000001,20.166666666666664,8.249999999999998,15.333333333333332
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f3248-3258.mp4,56.89062499999999,21,8.625000000000007,15.666666666666668
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f3552-3560.mp4,54.453125,19.5,9.375,18
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f3670-3679.mp4,57.265625,19.5,11.531250000000005,17.833333333333332
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f4835-4846.mp4,57.828125,21.5,9.375,15
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f5671-5684.mp4,48.359375,57.666666666666664,16.968749999999996,26.833333333333332
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f7097-7111.mp4,13.765625000000004,54.333333333333336,16.875,25.999999999999996
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f7284-7297.mp4,21.734375000000004,48.66666666666667,13.874999999999998,23.499999999999996
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f7387-7396.mp4,60.35937500000001,20.666666666666668,9.375,15
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f800-812.mp4,50.70312500000001,37.166666666666664,10.687500000000002,23.499999999999996
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f9541-9552.mp4,41.140625,21,7.687500000000001,13.833333333333334
dataset/Backhand/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_f9930-9938.mp4,60.828125,21.333333333333332,8.90625,15
dataset/Backhand/d4e34e3e_IMG_6557_Backhand_f1505-1521.mp4,31.015625000000004,53.49999999999999,15.562500000000004,27.333333333333336
dataset/Backhand/d4e34e3e_IMG_6557_Backhand_f1694-1707.mp4,22.765625,49.166666666666664,22.96875,36.99999999999999
dataset/Backhand/d4e34e3e_IMG_6557_Backhand_f2613-2624.mp4,81.078125,49.83333333333333,15.937500000000012,34
dataset/Backhand/d4e34e3e_IMG_6557_Backhand_f696-709.mp4,83.421875,50.166666666666664,14.62500000000001,32.99999999999999
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f10617-10631.mp4,61.4375,22.333333333333332,8.250000000000005,11.666666666666666
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f15282-15300.mp4,27.218750000000004,63.66666666666667,14.906250000000002,21.999999999999993
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f15333-15344.mp4,21.875000000000004,52.666666666666664,15.09375,30.833333333333336
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1592-1605.mp4,35.46875,20.666666666666668,9.750000000000002,16.999999999999996
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1743-1758.mp4,61.62500000000001,18.5,8.624999999999995,15.666666666666668
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1825-1837.mp4,60.40624999999999,20.166666666666664,9.562500000000007,16.333333333333332
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1932-1945.mp4,30.6875,19.833333333333332,10.874999999999996,14.500000000000002
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f199-211.mp4,31.062500000000004,19.5,11.062499999999998,15.166666666666664
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f20385-20400.mp4,42.59375,19.666666666666664,10.499999999999995,15
dataset/Backhand/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f25723-25734.mp4,60.03124999999999,18.333333333333332,10.031250000000007,16.166666666666664
